"Parâmetros de pesquisa:""Ano - 2023"
"Acórdão""Data da sessão""Colegiado""Processo""Tipo de processo""Relator""Unidade técnica do TCU"
"14068/2023-1C""05/12/2023""Primeira Câmara""004.747/2023-2""TOMADA DE CONTAS ESPECIAL""WEDER DE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"13931/2023-1C""05/12/2023""Primeira Câmara""038.306/2023-9""APOSENTADORIA""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Pessoal"
"13905/2023-1C""05/12/2023""Primeira Câmara""038.371/2023-5""APOSENTADORIA""JORGE OLIVEIRA""Unidade de Auditoria Especializada em Pessoal"
"13814/2023-1C""05/12/2023""Primeira Câmara""034.593/2023-3""APOSENTADORIA""BENJAMIN ZYMLER""Unidade de Auditoria Especializada em Pessoal"
"13635/2023-1C""28/11/2023""Primeira Câmara""002.477/2023-8""TOMADA DE CONTAS ESPECIAL""AUGUSTO SHERMAN""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"13634/2023-1C""28/11/2023""Primeira Câmara""002.473/2023-2""TOMADA DE CONTAS ESPECIAL""AUGUSTO SHERMAN""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"13517/2023-1C""28/11/2023""Primeira Câmara""036.503/2023-1""APOSENTADORIA""JORGE OLIVEIRA""Unidade de Auditoria Especializada em Pessoal"
"13258/2023-1C""21/11/2023""Primeira Câmara""034.924/2023-0""PENSÃO CIVIL""WEDER DE OLIVEIRA""Unidade de Auditoria Especializada em Pessoal"
"12877/2023-1C""14/11/2023""Primeira Câmara""034.358/2023-4""APOSENTADORIA""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Pessoal"
"12548/2023-1C""07/11/2023""Primeira Câmara""020.743/2022-0""TOMADA DE CONTAS ESPECIAL""AUGUSTO SHERMAN""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"12472/2023-1C""07/11/2023""Primeira Câmara""034.410/2023-6""APOSENTADORIA""AUGUSTO SHERMAN""Unidade de Auditoria Especializada em Pessoal"
"12400/2023-1C""07/11/2023""Primeira Câmara""034.260/2023-4""APOSENTADORIA""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Pessoal"
"12248/2023-1C""31/10/2023""Primeira Câmara""034.355/2023-5""APOSENTADORIA""AUGUSTO SHERMAN""Unidade de Auditoria Especializada em Pessoal"
"12224/2023-1C""31/10/2023""Primeira Câmara""036.511/2023-4""PENSÃO CIVIL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Pessoal"
"12209/2023-1C""31/10/2023""Primeira Câmara""035.250/2023-2""APOSENTADORIA""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Pessoal"
"12127/2023-1C""31/10/2023""Primeira Câmara""021.307/2022-9""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"12126/2023-1C""31/10/2023""Primeira Câmara""021.301/2022-0""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"12125/2023-1C""31/10/2023""Primeira Câmara""021.297/2022-3""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"11655/2023-1C""24/10/2023""Primeira Câmara""001.852/2015-9""TOMADA DE CONTAS ESPECIAL""VITAL DO RÊGO""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"11648/2023-2C""05/12/2023""Segunda Câmara""034.923/2023-3""PENSÃO CIVIL""MARCOS BEMQUERER""Unidade de Auditoria Especializada em Pessoal"
"11476/2023-1C""10/10/2023""Primeira Câmara""019.608/2022-5""TOMADA DE CONTAS ESPECIAL""WEDER DE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"11350/2023-1C""10/10/2023""Primeira Câmara""031.800/2022-0""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"11169/2023-1C""03/10/2023""Primeira Câmara""009.165/2023-1""APOSENTADORIA""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Pessoal"
"10942/2023-2C""14/11/2023""Segunda Câmara""034.408/2023-1""APOSENTADORIA""MARCOS BEMQUERER""Unidade de Auditoria Especializada em Pessoal"
"10887/2023-1C""19/09/2023""Primeira Câmara""019.640/2011-0""TOMADA DE CONTAS ESPECIAL""AUGUSTO SHERMAN""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"10848/2023-2C""14/11/2023""Segunda Câmara""034.407/2023-5""APOSENTADORIA""VITAL DO RÊGO""Unidade de Auditoria Especializada em Pessoal"
"10842/2023-2C""14/11/2023""Segunda Câmara""034.271/2023-6""APOSENTADORIA""VITAL DO RÊGO""Unidade de Auditoria Especializada em Pessoal"
"10817/2023-2C""14/11/2023""Segunda Câmara""031.801/2022-6""TOMADA DE CONTAS ESPECIAL""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"10789/2023-1C""19/09/2023""Primeira Câmara""019.104/2021-9""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"10693/2023-1C""12/09/2023""Primeira Câmara""029.013/2015-1""PRESTAÇÃO DE CONTAS""AUGUSTO SHERMAN""Unidade de Auditoria Especializada em Previdência, Assistência e Trabalho"
"10660/2023-2C""07/11/2023""Segunda Câmara""034.066/2023-3""APOSENTADORIA""MARCOS BEMQUERER""Unidade de Auditoria Especializada em Pessoal"
"10636/2023-2C""07/11/2023""Segunda Câmara""034.594/2023-0""APOSENTADORIA""VITAL DO RÊGO""Unidade de Auditoria Especializada em Pessoal"
"10630/2023-2C""07/11/2023""Segunda Câmara""034.201/2023-8""APOSENTADORIA""VITAL DO RÊGO""Unidade de Auditoria Especializada em Pessoal"
"10622/2023-2C""07/11/2023""Segunda Câmara""031.824/2018-8""TOMADA DE CONTAS ESPECIAL""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"10573/2023-2C""07/11/2023""Segunda Câmara""034.411/2023-2""APOSENTADORIA""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Pessoal"
"10570/2023-2C""07/11/2023""Segunda Câmara""031.794/2022-0""TOMADA DE CONTAS ESPECIAL""AUGUSTO NARDES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"10490/2023-2C""07/11/2023""Segunda Câmara""034.409/2023-8""APOSENTADORIA""AUGUSTO NARDES""Unidade de Auditoria Especializada em Pessoal"
"10436/2023-2C""07/11/2023""Segunda Câmara""036.810/2018-5""TOMADA DE CONTAS ESPECIAL""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"10350/2023-2C""31/10/2023""Segunda Câmara""034.082/2023-9""APOSENTADORIA""ANTONIO ANASTASIA""Unidade de Auditoria Especializada em Pessoal"
"10313/2023-2C""31/10/2023""Segunda Câmara""035.398/2023-0""APOSENTADORIA""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Pessoal"
"10300/2023-2C""31/10/2023""Segunda Câmara""034.356/2023-1""APOSENTADORIA""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Pessoal"
"10243/2023-2C""31/10/2023""Segunda Câmara""034.357/2023-8""APOSENTADORIA""AUGUSTO NARDES""Unidade de Auditoria Especializada em Pessoal"
"10192/2023-2C""31/10/2023""Segunda Câmara""012.037/2016-8""TOMADA DE CONTAS ESPECIAL""ANTONIO ANASTASIA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"10128/2023-1C""29/08/2023""Primeira Câmara""015.546/2023-3""APOSENTADORIA""JORGE OLIVEIRA""Unidade de Auditoria Especializada em Pessoal"
"10054/2023-1C""29/08/2023""Primeira Câmara""021.236/2023-2""APOSENTADORIA""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Pessoal"
"9988/2023-1C""29/08/2023""Primeira Câmara""024.249/2016-5""TOMADA DE CONTAS ESPECIAL""JORGE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"9965/2023-2C""17/10/2023""Segunda Câmara""031.793/2022-3""TOMADA DE CONTAS ESPECIAL""VITAL DO RÊGO""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"9574/2023-2C""26/09/2023""Segunda Câmara""022.629/2023-8""PENSÃO CIVIL""MARCOS BEMQUERER""Unidade de Auditoria Especializada em Pessoal"
"9428/2023-2C""19/09/2023""Segunda Câmara""023.669/2016-0""TOMADA DE CONTAS ESPECIAL""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"9296/2023-2C""12/09/2023""Segunda Câmara""022.548/2023-8""APOSENTADORIA""VITAL DO RÊGO""Unidade de Auditoria Especializada em Pessoal"
"9022/2023-2C""05/09/2023""Segunda Câmara""012.968/2005-0""PRESTAÇÃO DE CONTAS""AUGUSTO NARDES""Unidade de Auditoria Especializada em Bancos Públicos e Reguladores Financeiros"
"8840/2023-2C""29/08/2023""Segunda Câmara""021.265/2023-2""APOSENTADORIA""AUGUSTO NARDES""Unidade de Auditoria Especializada em Pessoal"
"8693/2023-1C""01/08/2023""Primeira Câmara""036.882/2018-6""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"8569/2023-1C""25/07/2023""Primeira Câmara""009.029/2022-2""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"8568/2023-1C""25/07/2023""Primeira Câmara""008.438/2022-6""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"8433/2023-2C""15/08/2023""Segunda Câmara""023.811/2016-1""REPRESENTAÇÃO""MARCOS BEMQUERER""Unidade de Auditoria Especializada em Previdência, Assistência e Trabalho"
"8304/2023-2C""15/08/2023""Segunda Câmara""016.025/2022-9""TOMADA DE CONTAS ESPECIAL""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Tomada de Contas Especial"
