"Parâmetros de pesquisa:""Ano - 2025"
"Acórdão""Data da sessão""Colegiado""Processo""Tipo de processo""Relator""Unidade técnica do TCU"
"8504/2025-1C""02/12/2025""Primeira Câmara""017.246/2025-3""TOMADA DE CONTAS ESPECIAL""AUGUSTO SHERMAN""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"8212/2025-1C""02/12/2025""Primeira Câmara""032.184/2023-9""TOMADA DE CONTAS ESPECIAL""WEDER DE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"8131/2025-1C""02/12/2025""Primeira Câmara""037.329/2023-5""TOMADA DE CONTAS ESPECIAL""AUGUSTO SHERMAN""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7953/2025-1C""18/11/2025""Primeira Câmara""005.604/2024-9""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7795/2025-1C""11/11/2025""Primeira Câmara""004.749/2023-5""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7585/2025-1C""28/10/2025""Primeira Câmara""016.828/2025-9""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7584/2025-1C""28/10/2025""Primeira Câmara""016.827/2025-2""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7567/2025-1C""28/10/2025""Primeira Câmara""015.603/2025-3""TOMADA DE CONTAS ESPECIAL""BRUNO DANTAS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7462/2025-1C""21/10/2025""Primeira Câmara""032.134/2023-1""TOMADA DE CONTAS ESPECIAL""WEDER DE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7445/2025-1C""21/10/2025""Primeira Câmara""016.545/2025-7""TOMADA DE CONTAS ESPECIAL""BRUNO DANTAS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7438/2025-1C""21/10/2025""Primeira Câmara""016.719/2025-5""TOMADA DE CONTAS ESPECIAL""BENJAMIN ZYMLER""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7433/2025-1C""21/10/2025""Primeira Câmara""032.934/2023-8""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7382/2025-1C""21/10/2025""Primeira Câmara""015.060/2024-1""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7352/2025-1C""21/10/2025""Primeira Câmara""008.382/2024-7""TOMADA DE CONTAS ESPECIAL""BRUNO DANTAS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7321/2025-1C""14/10/2025""Primeira Câmara""016.839/2025-0""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7279/2025-1C""14/10/2025""Primeira Câmara""009.427/2017-1""APOSENTADORIA""BENJAMIN ZYMLER""Unidade de Auditoria Especializada em Pessoal"
"7250/2025-1C""14/10/2025""Primeira Câmara""032.333/2023-4""TOMADA DE CONTAS ESPECIAL""WEDER DE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7228/2025-1C""14/10/2025""Primeira Câmara""015.055/2024-8""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7197/2025-1C""07/10/2025""Primeira Câmara""014.723/2025-5""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7097/2025-1C""07/10/2025""Primeira Câmara""031.437/2022-2""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"7073/2025-1C""07/10/2025""Primeira Câmara""015.056/2024-4""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6890/2025-1C""23/09/2025""Primeira Câmara""014.112/2025-6""TOMADA DE CONTAS ESPECIAL""BENJAMIN ZYMLER""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6889/2025-1C""23/09/2025""Primeira Câmara""014.111/2025-0""TOMADA DE CONTAS ESPECIAL""BENJAMIN ZYMLER""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6851/2025-2C""02/12/2025""Segunda Câmara""040.487/2023-7""TOMADA DE CONTAS ESPECIAL""JORGE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6846/2025-2C""02/12/2025""Segunda Câmara""016.234/2024-3""TOMADA DE CONTAS ESPECIAL""JORGE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6745/2025-1C""16/09/2025""Primeira Câmara""015.026/2025-6""TOMADA DE CONTAS ESPECIAL""BENJAMIN ZYMLER""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6697/2025-2C""18/11/2025""Segunda Câmara""013.130/2022-6""TOMADA DE CONTAS ESPECIAL""AUGUSTO NARDES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6544/2025-2C""11/11/2025""Segunda Câmara""002.566/2024-9""TOMADA DE CONTAS ESPECIAL""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6519/2025-1C""09/09/2025""Primeira Câmara""000.498/2024-6""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6422/2025-2C""04/11/2025""Segunda Câmara""016.234/2024-3""TOMADA DE CONTAS ESPECIAL""JORGE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6403/2025-2C""04/11/2025""Segunda Câmara""037.236/2018-0""TOMADA DE CONTAS ESPECIAL""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6371/2025-1C""02/09/2025""Primeira Câmara""015.056/2024-4""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6342/2025-2C""28/10/2025""Segunda Câmara""020.985/2023-1""TOMADA DE CONTAS ESPECIAL""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6247/2025-2C""28/10/2025""Segunda Câmara""018.010/2025-3""TOMADA DE CONTAS ESPECIAL""JORGE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6198/2025-2C""28/10/2025""Segunda Câmara""019.607/2022-9""TOMADA DE CONTAS ESPECIAL""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6158/2025-2C""21/10/2025""Segunda Câmara""003.171/2025-6""TOMADA DE CONTAS ESPECIAL""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6154/2025-1C""26/08/2025""Primeira Câmara""009.654/2023-2""TOMADA DE CONTAS ESPECIAL""AUGUSTO SHERMAN""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6145/2025-2C""21/10/2025""Segunda Câmara""040.487/2023-7""TOMADA DE CONTAS ESPECIAL""JORGE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6115/2025-2C""21/10/2025""Segunda Câmara""002.979/2024-1""TOMADA DE CONTAS ESPECIAL""ANTONIO ANASTASIA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"6109/2025-1C""26/08/2025""Primeira Câmara""004.729/2023-4""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"5983/2025-2C""07/10/2025""Segunda Câmara""038.891/2023-9""TOMADA DE CONTAS ESPECIAL""JORGE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"5907/2025-1C""12/08/2025""Primeira Câmara""045.309/2021-3""MONITORAMENTO""AUGUSTO SHERMAN""Unidade de Auditoria Especializada em Previdência, Assistência e Trabalho"
"5834/2025-2C""30/09/2025""Segunda Câmara""019.652/2023-2""TOMADA DE CONTAS ESPECIAL""ANTONIO ANASTASIA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"5797/2025-1C""05/08/2025""Primeira Câmara""028.024/2015-0""PRESTAÇÃO DE CONTAS""AUGUSTO SHERMAN""Unidade de Auditoria Especializada em Previdência, Assistência e Trabalho"
"5742/2025-1C""05/08/2025""Primeira Câmara""011.481/2016-1""TOMADA DE CONTAS ESPECIAL""JHONATAN DE JESUS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"5682/2025-2C""23/09/2025""Segunda Câmara""019.654/2023-5""TOMADA DE CONTAS ESPECIAL""ANTONIO ANASTASIA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"5674/2025-2C""23/09/2025""Segunda Câmara""002.978/2024-5""TOMADA DE CONTAS ESPECIAL""ANTONIO ANASTASIA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"5615/2025-2C""16/09/2025""Segunda Câmara""000.526/2024-0""TOMADA DE CONTAS ESPECIAL""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"5376/2025-2C""02/09/2025""Segunda Câmara""035.063/2023-8""TOMADA DE CONTAS ESPECIAL""JORGE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"5239/2025-1C""29/07/2025""Primeira Câmara""032.344/2023-6""TOMADA DE CONTAS ESPECIAL""WEDER DE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"5158/2025-1C""22/07/2025""Primeira Câmara""019.267/2023-1""TOMADA DE CONTAS ESPECIAL""BRUNO DANTAS""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"5131/2025-1C""22/07/2025""Primeira Câmara""025.727/2024-9""TOMADA DE CONTAS ESPECIAL""BENJAMIN ZYMLER""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"5070/2025-1C""15/07/2025""Primeira Câmara""004.819/2023-3""TOMADA DE CONTAS ESPECIAL""WEDER DE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"4727/2025-2C""29/07/2025""Segunda Câmara""005.135/2025-7""TOMADA DE CONTAS ESPECIAL""JORGE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"4675/2025-1C""15/07/2025""Primeira Câmara""032.930/2023-2""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"4668/2025-1C""15/07/2025""Primeira Câmara""019.104/2021-9""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"4663/2025-2C""29/07/2025""Segunda Câmara""005.178/2025-8""TOMADA DE CONTAS ESPECIAL""AUGUSTO NARDES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"4659/2025-1C""15/07/2025""Primeira Câmara""005.610/2024-9""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"4652/2025-1C""15/07/2025""Primeira Câmara""004.729/2023-4""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"4651/2025-1C""15/07/2025""Primeira Câmara""032.133/2023-5""TOMADA DE CONTAS ESPECIAL""WEDER DE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"4472/2025-2C""22/07/2025""Segunda Câmara""031.376/2018-5""TOMADA DE CONTAS ESPECIAL""AROLDO CEDRAZ""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"4422/2025-1C""08/07/2025""Primeira Câmara""020.772/2022-0""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"4372/2025-2C""22/07/2025""Segunda Câmara""018.447/2024-4""TOMADA DE CONTAS ESPECIAL""AUGUSTO NARDES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"4001/2025-1C""24/06/2025""Primeira Câmara""032.932/2023-5""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"3976/2025-1C""24/06/2025""Primeira Câmara""005.607/2024-8""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"3928/2025-1C""24/06/2025""Primeira Câmara""006.866/2024-7""TOMADA DE CONTAS ESPECIAL""BENJAMIN ZYMLER""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"3596/2025-1C""03/06/2025""Primeira Câmara""003.024/2025-3""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"3559/2025-1C""03/06/2025""Primeira Câmara""032.935/2023-4""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"3558/2025-1C""03/06/2025""Primeira Câmara""020.772/2022-0""TOMADA DE CONTAS ESPECIAL""WALTON ALENCAR RODRIGUES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"3405/2025-1C""27/05/2025""Primeira Câmara""024.223/2024-7""TOMADA DE CONTAS ESPECIAL""BENJAMIN ZYMLER""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"3404/2025-1C""27/05/2025""Primeira Câmara""024.221/2024-4""TOMADA DE CONTAS ESPECIAL""BENJAMIN ZYMLER""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"3390/2025-2C""24/06/2025""Segunda Câmara""013.970/2022-4""TOMADA DE CONTAS ESPECIAL""AUGUSTO NARDES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"3349/2025-1C""27/05/2025""Primeira Câmara""022.382/2023-2""APOSENTADORIA""BRUNO DANTAS""Unidade de Auditoria Especializada em Pessoal"
"3343/2025-1C""20/05/2025""Primeira Câmara""004.754/2023-9""TOMADA DE CONTAS ESPECIAL""WEDER DE OLIVEIRA""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"3299/2025-2C""17/06/2025""Segunda Câmara""000.167/2025-8""TOMADA DE CONTAS ESPECIAL""AUGUSTO NARDES""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"3215/2025-1C""20/05/2025""Primeira Câmara""025.696/2024-6""TOMADA DE CONTAS ESPECIAL""BENJAMIN ZYMLER""Unidade de Auditoria Especializada em Tomada de Contas Especial"
"3214/2025-1C""20/05/2025""Primeira Câmara""025.668/2024-2""TOMADA DE CONTAS ESPECIAL""BENJAMIN ZYMLER""Unidade de Auditoria Especializada em Tomada de Contas Especial"
